rainfall_mm,avg_temp_c,soil_ph,humidity_pct,sunlight_hours,fertilizer_kg_ha,planting_density_k_ha,pest_incidence_pct,variety,soil_type,yield_tonnes_ha
1075.4,28.2,5.31,72.9,5.76,288.1,9.02,0.0,TME 419,Clay,27.85
1389.8,26.8,6.0,66.8,4.56,90.8,9.76,17.5,Local,Clay,23.01
1881.2,30.7,6.55,51.5,7.26,0.0,14.03,12.0,TME 419,Clay,20.11
1254.6,30.3,5.87,89.1,6.18,69.5,8.25,5.2,TMS 98/0505,Sandy,27.31
1274.5,25.1,6.84,71.2,7.17,44.0,10.15,18.2,TME 419,Clay,26.9
1062.2,23.0,6.72,87.2,8.74,169.6,13.55,26.7,TMS 98/0505,Clay,25.63
945.0,26.4,6.64,66.9,3.93,139.3,10.68,10.2,Local,Sandy-Loam,21.89
1449.1,24.6,5.68,59.4,5.66,143.9,5.98,5.6,TME 419,Clay,26.71
943.2,26.8,5.24,73.2,6.25,97.8,11.26,16.7,TMS 30572,Clay,25.99
1221.5,30.7,5.57,67.4,8.25,103.2,7.09,1.6,TMS 30572,Loam,30.39
1056.7,25.6,6.14,55.9,4.54,97.7,13.52,8.4,TME 419,Sandy-Loam,27.39
1343.7,26.9,6.38,87.6,8.82,115.1,7.94,27.2,TMS 98/0505,Sandy-Loam,28.76
1300.1,27.2,4.48,62.5,6.66,170.1,17.42,15.6,Local,Clay,16.5
1511.3,29.5,5.99,47.9,6.38,140.2,13.67,0.0,TMS 98/0505,Clay,27.85
1047.0,20.3,6.11,85.9,6.26,150.0,8.01,0.0,Local,Sandy,19.53
1119.0,25.2,5.81,63.9,5.98,150.0,10.05,16.6,TMS 98/0505,Clay,29.13
906.4,27.6,6.9,62.7,7.76,173.1,11.88,23.6,TME 419,Clay,23.53
1066.7,30.6,6.3,48.8,5.22,137.3,11.96,0.0,TMS 30572,Clay,30.25
1313.2,25.5,6.92,90.9,6.91,141.5,11.11,19.5,TMS 30572,Sandy,26.4
1427.1,21.4,5.85,54.5,6.04,191.3,13.13,28.3,Local,Clay,17.07
923.4,28.9,6.66,70.7,5.59,80.1,9.69,33.9,TMS 98/0505,Loam,27.69
1460.9,25.1,7.14,81.0,9.6,68.7,9.08,18.3,Local,Clay,21.57
1606.7,23.4,6.92,75.1,7.0,48.8,9.13,20.1,Local,Sandy,19.79
1324.0,25.1,5.24,69.3,7.24,131.0,12.15,0.0,TMS 30572,Clay,25.9
1763.0,26.4,5.82,49.6,7.87,8.8,10.91,36.0,Local,Loam,20.62
967.9,25.2,5.76,60.3,4.79,147.7,10.73,9.2,Local,Sandy,21.15
826.6,20.4,6.34,72.3,8.6,113.4,11.99,5.7,TME 419,Clay,23.4
666.4,29.7,6.48,60.6,3.49,188.1,4.87,12.4,TMS 30572,Sandy,21.92
1648.8,30.8,5.41,72.4,5.58,79.7,10.78,30.1,Local,Clay,21.06
1396.3,29.0,6.05,78.2,5.95,107.8,10.55,37.1,TME 419,Sandy-Loam,24.19
1183.3,23.6,4.59,81.6,7.2,187.3,14.17,16.3,TMS 30572,Sandy-Loam,24.54
1284.0,26.4,7.01,55.3,6.76,203.0,6.18,25.0,TMS 98/0505,Sandy,26.08
862.4,27.0,5.64,96.4,6.3,79.2,13.89,15.4,TMS 98/0505,Sandy-Loam,26.77
1933.7,28.8,6.04,79.2,6.49,130.9,10.19,4.6,TMS 30572,Loam,29.54
1238.8,29.0,5.78,70.0,5.33,137.7,11.22,29.8,TMS 30572,Sandy-Loam,28.94
1232.8,24.8,6.8,83.1,4.7,142.4,14.19,8.8,TME 419,Clay,24.24
1417.7,27.2,4.01,98.4,7.37,104.2,11.4,30.4,Local,Sandy,12.73
1344.3,28.4,5.99,52.7,7.33,196.9,11.0,28.0,TMS 30572,Loam,28.59
1267.2,31.4,5.93,67.3,8.4,6.6,10.61,21.1,TMS 98/0505,Loam,29.4
962.9,29.1,5.68,41.5,5.55,94.7,8.79,33.3,TMS 30572,Clay,25.25
1341.4,29.4,7.21,72.3,7.33,146.9,9.93,37.3,Local,Loam,21.26
1764.6,27.3,5.38,74.4,6.16,147.4,8.21,13.2,TME 419,Clay,26.53
1603.6,31.2,6.54,69.5,7.93,201.2,9.89,6.9,TMS 30572,Clay,29.27
1678.0,28.2,6.25,62.1,7.73,191.9,4.16,0.0,TMS 30572,Sandy-Loam,30.81
1046.6,24.4,6.88,45.4,6.75,102.9,11.07,37.4,TMS 30572,Sandy-Loam,25.28
903.1,31.2,5.53,74.5,6.09,198.0,9.7,10.6,TME 419,Loam,28.37
1162.3,29.1,5.49,87.5,7.65,77.2,9.16,26.4,Local,Clay,22.99
1216.7,25.7,6.77,62.9,7.28,175.9,10.55,7.6,TMS 98/0505,Sandy-Loam,31.18
1528.3,25.6,6.3,75.3,5.68,228.6,6.42,30.4,TMS 30572,Sandy-Loam,30.12
692.3,27.9,4.92,51.2,4.91,192.9,14.82,8.0,Local,Sandy,18.58
1658.9,28.4,5.62,75.5,6.15,126.3,9.74,3.1,TME 419,Loam,29.63
1152.6,27.6,6.27,65.3,8.32,100.1,9.64,12.9,TMS 98/0505,Loam,29.88
1071.9,27.9,6.59,60.9,7.88,28.3,7.59,9.7,TMS 98/0505,Loam,28.93
896.4,32.1,5.52,60.9,5.17,138.6,10.06,21.0,TME 419,Sandy,21.05
703.5,30.2,3.96,65.3,5.1,53.1,13.47,14.5,Local,Loam,14.78
1447.0,27.6,6.37,74.6,8.03,72.4,12.59,21.3,Local,Clay,23.8
1222.0,29.8,5.15,54.3,5.14,48.6,12.14,12.1,Local,Loam,22.52
813.0,23.9,4.59,65.2,7.11,92.4,11.37,8.3,TMS 30572,Clay,23.69
811.5,28.2,4.02,69.5,5.76,118.3,9.1,9.2,TME 419,Sandy,18.56
1099.3,32.4,6.57,56.8,8.44,136.4,6.37,35.4,TMS 30572,Sandy-Loam,25.43
1700.7,26.3,6.09,91.6,5.58,84.0,9.5,17.3,TMS 30572,Sandy-Loam,27.49
1122.1,24.5,5.84,59.8,7.87,184.2,9.41,0.0,Local,Clay,24.95
749.1,25.0,6.97,62.0,6.72,107.5,12.62,9.8,Local,Sandy-Loam,22.55
1126.3,23.7,6.45,58.3,6.8,72.7,10.77,16.0,TME 419,Sandy,24.37
1118.2,24.6,7.13,91.6,4.14,133.6,14.03,33.5,Local,Clay,17.36
390.9,25.9,5.03,76.6,3.86,237.8,12.99,25.3,Local,Sandy,14.95
1183.7,22.8,5.98,58.8,6.24,140.1,8.86,5.8,TMS 30572,Loam,32.15
1130.7,27.0,4.87,83.3,6.8,98.2,5.51,39.2,TMS 30572,Loam,25.94
1408.9,29.7,5.84,72.4,5.15,28.4,13.46,14.7,TMS 30572,Loam,25.7
1754.7,24.3,5.83,73.1,5.19,106.8,13.4,27.5,TMS 30572,Loam,23.39
1538.0,31.6,6.44,65.9,7.17,134.1,6.58,3.4,TMS 30572,Clay,27.47
1119.3,28.5,6.03,61.0,7.18,96.7,13.77,0.0,TMS 30572,Loam,31.52
868.0,30.1,6.44,74.1,6.33,20.1,10.96,0.9,Local,Sandy-Loam,22.8
1972.0,25.0,6.49,63.5,7.44,69.0,10.4,0.0,TMS 98/0505,Clay,28.35
1217.8,29.6,7.51,91.8,5.09,207.3,14.04,36.1,Local,Sandy,17.17
1204.2,23.7,5.78,54.8,6.07,206.0,13.36,17.1,Local,Loam,23.8
1192.8,29.7,5.34,88.4,8.48,66.8,11.63,5.8,Local,Sandy-Loam,25.24
1259.4,27.5,6.17,68.7,6.58,160.4,11.18,19.5,TMS 98/0505,Loam,30.16
1156.7,28.7,5.44,73.6,6.65,49.3,11.54,16.9,TMS 98/0505,Loam,28.7
1027.9,23.5,7.04,80.0,9.27,204.3,9.0,21.2,TMS 30572,Clay,27.0
1035.9,24.3,5.8,62.4,4.82,134.7,9.86,27.1,TMS 30572,Loam,27.49
1190.2,28.8,5.6,80.4,7.46,177.0,7.74,12.1,TME 419,Loam,32.01
1037.0,24.2,5.67,37.5,8.5,17.1,9.17,6.2,TMS 98/0505,Loam,28.53
986.1,28.4,6.5,61.4,6.11,160.7,9.08,23.3,TMS 30572,Sandy,26.28
1231.9,22.9,5.89,58.9,7.53,119.5,8.41,23.0,TMS 98/0505,Loam,28.79
1123.5,29.5,5.55,55.0,5.32,171.1,10.34,16.0,TME 419,Sandy,25.76
1651.2,23.3,7.17,67.4,5.68,174.9,9.19,36.8,TME 419,Loam,24.4
404.7,28.7,5.4,74.6,6.96,123.9,11.26,10.6,TMS 98/0505,Loam,27.69
1527.5,28.9,6.02,78.4,7.46,84.0,5.94,6.0,Local,Sandy-Loam,23.44
1573.8,24.9,6.46,72.9,7.85,166.8,9.72,19.2,TMS 98/0505,Loam,31.9
578.0,28.7,4.86,62.0,8.38,116.4,10.33,8.3,TME 419,Clay,23.51
1097.2,27.8,6.34,74.4,6.42,67.6,9.22,20.0,TMS 98/0505,Sandy,28.99
1088.6,25.4,5.26,71.5,7.93,64.8,9.57,6.7,TME 419,Sandy,27.86
777.7,24.0,6.58,81.2,6.09,31.4,6.04,11.0,TMS 30572,Sandy-Loam,26.33
966.7,21.1,5.33,79.3,7.58,89.4,10.89,33.9,TME 419,Clay,21.68
866.8,28.0,6.48,70.4,6.75,186.2,11.62,10.9,TMS 30572,Sandy,25.3
1725.7,22.3,6.77,59.2,7.03,130.7,11.23,7.0,TME 419,Loam,28.43
1480.7,27.3,6.6,62.2,7.01,88.2,12.6,26.7,TMS 98/0505,Loam,29.36
1581.5,26.2,6.18,63.4,4.57,168.3,10.5,4.5,TMS 30572,Sandy-Loam,29.89
1416.5,29.0,5.84,66.2,5.15,70.1,11.2,8.1,Local,Sandy,24.02
861.3,26.1,5.6,73.2,6.62,125.7,10.39,20.8,TMS 98/0505,Loam,28.1
1042.6,26.0,7.03,78.6,4.48,109.2,11.72,24.4,Local,Clay,19.27
1346.8,29.2,5.51,69.4,7.5,166.7,6.06,27.2,TME 419,Sandy-Loam,26.27
833.4,28.0,5.27,70.2,7.55,25.4,7.77,7.5,Local,Sandy-Loam,23.24
1413.9,27.9,6.47,71.7,6.89,69.0,13.97,21.0,TMS 98/0505,Loam,29.98
1127.9,28.4,5.44,63.8,5.15,21.7,4.0,10.3,Local,Clay,17.94
1087.6,22.4,5.33,58.9,8.16,104.4,9.65,8.9,Local,Clay,22.24
1413.3,29.3,4.99,48.9,8.94,192.7,12.93,27.0,TMS 98/0505,Clay,23.68
1333.3,28.8,5.66,61.7,6.68,89.7,9.77,9.5,TMS 30572,Sandy-Loam,27.74
1091.7,23.9,5.94,75.7,7.11,89.4,8.99,17.8,Local,Sandy-Loam,23.47
1547.8,26.3,6.17,61.6,6.74,172.3,10.32,16.6,TMS 30572,Sandy,25.72
875.7,26.9,6.67,67.1,7.14,184.1,9.12,4.3,TMS 98/0505,Sandy,28.94
1384.8,26.6,6.37,75.6,6.36,114.7,10.08,24.7,Local,Clay,22.91
1377.9,28.0,5.87,76.2,6.46,161.1,8.29,20.6,TMS 30572,Loam,32.02
1107.1,31.3,5.86,57.0,7.59,55.4,12.77,0.0,TME 419,Sandy,24.98
1297.8,30.2,6.36,82.0,9.31,202.7,13.56,17.8,TMS 30572,Loam,30.22
824.7,23.1,6.89,83.5,4.82,248.9,9.67,7.3,TME 419,Sandy-Loam,27.98
1477.2,28.9,6.09,56.4,6.38,151.3,6.53,26.0,TMS 30572,Sandy,24.77
1144.5,31.0,5.67,60.1,5.08,0.0,8.69,0.5,Local,Clay,20.63
1043.2,28.2,5.3,84.3,8.41,86.5,9.54,11.4,TMS 30572,Sandy,26.46
1514.7,30.3,4.99,68.2,5.79,156.8,11.26,18.6,Local,Sandy,16.47
988.7,33.0,6.47,43.4,4.77,94.7,7.48,15.5,TME 419,Loam,27.13
777.5,30.1,6.4,53.2,7.27,196.3,8.08,22.6,Local,Sandy,21.73
733.0,27.7,6.4,67.0,8.59,155.3,11.28,0.0,TMS 30572,Sandy-Loam,31.06
1381.8,30.1,5.91,56.0,7.3,77.6,12.35,31.5,TME 419,Sandy-Loam,23.56
815.9,27.4,6.98,65.0,6.75,121.9,8.45,20.3,TME 419,Clay,23.76
1726.4,27.1,5.66,70.4,6.99,66.4,6.67,28.6,TME 419,Sandy,22.05
575.4,25.9,6.67,87.5,8.2,109.0,18.21,23.7,TMS 30572,Loam,22.71
1708.9,31.7,5.97,66.5,5.45,86.7,11.96,14.9,TME 419,Sandy,26.04
1263.3,24.5,5.57,82.9,6.37,190.5,9.33,2.2,TMS 30572,Loam,30.37
1171.0,31.6,6.41,87.1,5.96,247.0,12.17,9.4,Local,Loam,25.77
1036.5,28.5,6.29,87.2,5.1,34.1,9.69,30.9,Local,Clay,21.01
1319.7,22.8,6.25,73.4,6.11,4.6,12.17,28.9,TME 419,Sandy,21.22
1188.7,28.1,6.06,46.4,7.83,105.3,10.4,8.8,TMS 98/0505,Loam,26.51
1531.0,20.7,5.97,75.5,7.18,28.9,10.23,0.0,Local,Sandy-Loam,21.41
1234.3,28.9,7.67,82.6,7.27,122.8,9.72,12.9,Local,Loam,21.28
1245.1,29.7,6.83,69.0,6.68,164.9,6.38,12.1,Local,Sandy-Loam,24.72
1090.9,25.2,6.51,90.9,7.13,209.6,14.85,12.5,TMS 30572,Sandy-Loam,27.62
1182.9,27.4,6.08,80.3,5.54,132.1,7.65,20.3,TME 419,Loam,28.56
1292.3,32.9,6.71,76.8,6.13,108.4,6.6,23.8,TMS 30572,Loam,24.51
686.9,25.5,6.36,83.0,6.73,1.3,9.47,24.9,Local,Clay,16.93
795.5,23.8,6.02,74.0,6.83,121.6,7.6,19.5,Local,Sandy,21.54
1423.0,31.4,5.79,40.1,6.88,124.3,9.87,0.0,TME 419,Loam,30.48
1251.3,32.9,5.94,64.0,6.33,158.3,11.72,11.6,TMS 30572,Clay,27.59
1144.8,27.0,3.78,84.4,6.05,77.5,12.49,38.0,TMS 30572,Loam,16.83
1205.5,30.0,6.15,60.3,10.29,93.9,12.04,18.7,Local,Sandy,24.13
1304.3,31.0,5.66,67.3,7.59,31.3,9.24,18.7,TMS 98/0505,Clay,27.36
1038.1,24.8,7.11,57.5,7.0,0.0,10.12,18.6,TME 419,Clay,20.07
966.5,25.5,6.01,91.4,6.22,53.5,11.02,19.2,TMS 30572,Sandy,21.85
1258.8,30.7,5.17,90.2,5.96,25.8,5.61,0.0,TME 419,Loam,27.3
906.5,32.1,5.97,59.4,6.34,140.2,11.43,12.6,Local,Sandy,20.18
1322.5,28.7,5.27,71.8,6.85,88.9,6.36,14.6,TMS 30572,Loam,28.58
689.2,24.4,6.33,61.8,4.24,87.7,15.1,27.8,TMS 30572,Clay,22.2
1508.7,33.0,6.2,77.4,4.62,60.9,8.99,15.5,TME 419,Clay,26.4
1341.8,25.4,6.67,76.1,5.74,0.0,9.54,0.0,TME 419,Clay,22.87
1276.8,26.0,5.45,79.7,6.75,210.5,8.08,19.3,Local,Sandy,21.51
1494.8,28.0,6.02,74.0,6.21,60.0,8.43,7.0,TMS 30572,Sandy,28.44
1699.6,31.7,5.04,100.0,8.27,95.3,15.69,2.8,TME 419,Sandy,20.89
1504.3,29.6,6.49,57.7,4.72,32.7,12.35,6.7,TMS 30572,Loam,29.28
647.7,28.2,6.36,49.5,5.6,178.3,6.13,20.4,Local,Sandy,18.74
816.1,28.4,6.35,65.3,8.32,128.6,13.76,27.6,Local,Loam,22.58
1012.6,27.1,6.0,51.2,6.66,70.4,12.98,19.8,Local,Sandy,20.25
1207.8,28.7,6.29,52.1,7.56,96.5,9.3,21.3,Local,Clay,23.41
1355.3,19.4,7.12,58.0,8.96,220.7,10.77,19.7,TME 419,Clay,24.4
982.3,26.1,5.8,58.9,5.67,115.6,9.96,16.0,Local,Loam,26.51
1256.0,27.7,6.1,58.5,6.38,109.1,14.93,22.0,TMS 30572,Sandy,24.16
973.4,23.5,5.24,76.2,6.17,63.5,8.01,0.0,Local,Sandy-Loam,21.32
1016.5,28.2,5.39,63.9,4.15,6.3,10.37,16.1,TMS 30572,Sandy-Loam,24.09
778.0,26.4,6.07,67.8,6.13,110.4,8.93,4.6,TME 419,Sandy,23.82
923.0,32.3,6.77,80.7,7.56,139.5,6.42,26.6,TMS 98/0505,Clay,25.16
794.5,31.7,5.82,60.8,7.15,186.0,15.48,13.5,TMS 98/0505,Sandy-Loam,26.67
907.2,25.6,5.83,66.8,7.24,0.0,7.05,15.3,TMS 98/0505,Loam,26.28
1516.1,26.5,5.72,74.4,6.05,52.5,10.55,0.0,TMS 30572,Loam,27.07
915.2,26.8,5.63,46.7,5.71,85.2,5.65,25.2,TME 419,Loam,24.26
1989.7,25.6,6.21,41.4,8.02,119.8,9.0,21.3,TMS 30572,Loam,25.79
1348.0,27.6,4.95,74.2,5.9,111.3,11.05,20.6,TMS 98/0505,Loam,29.51
1255.5,24.7,6.9,75.9,6.85,112.7,7.94,6.9,Local,Sandy-Loam,22.83
942.5,23.6,5.53,94.8,6.7,144.5,11.47,7.3,TME 419,Clay,25.52
1410.1,28.9,6.51,71.9,8.25,65.8,9.33,17.2,Local,Sandy,21.95
1027.3,28.9,5.11,79.8,7.67,176.0,12.9,8.1,TME 419,Loam,29.61
1236.6,24.6,6.47,67.7,4.95,146.0,13.4,19.3,TME 419,Clay,25.86
1968.0,29.7,6.47,73.6,5.07,100.8,8.53,0.0,TME 419,Sandy,24.69
1171.2,25.1,6.27,90.0,7.19,216.1,10.19,10.1,TME 419,Loam,29.22
1544.8,27.8,5.3,44.5,6.42,213.4,10.46,33.0,TMS 98/0505,Sandy-Loam,24.22
989.0,29.5,6.17,75.0,5.95,176.0,11.55,19.4,TME 419,Loam,29.1
1189.5,26.9,5.17,95.6,7.72,0.0,10.04,16.7,TMS 30572,Sandy,21.2
1731.2,28.4,5.82,73.4,6.72,214.7,10.48,34.9,TME 419,Sandy,22.04
1011.9,25.5,6.72,89.8,6.56,167.7,9.39,0.0,TME 419,Loam,28.15
1743.7,26.4,6.56,62.4,7.44,240.4,10.29,6.8,TME 419,Loam,30.16
1412.3,26.4,6.01,69.6,6.05,194.2,13.24,11.0,Local,Loam,26.33
1031.3,24.8,5.32,70.4,8.38,214.7,11.62,23.6,TME 419,Clay,24.04
1389.7,26.5,6.45,43.4,5.55,172.7,11.75,23.8,TME 419,Sandy,23.15
1491.8,22.4,6.01,56.0,7.29,200.9,11.81,6.3,TME 419,Sandy,22.71
1386.5,25.5,4.38,56.8,8.22,239.6,9.62,25.0,TMS 30572,Loam,26.69
728.9,26.1,6.55,79.9,4.85,133.0,10.8,11.0,TME 419,Sandy,22.58
981.9,26.2,5.98,80.5,6.09,25.7,7.29,27.1,TME 419,Sandy-Loam,25.78
1125.7,26.3,6.84,73.9,7.87,101.6,13.17,4.7,TMS 30572,Sandy,26.42
1177.7,26.8,5.23,79.9,7.89,143.4,4.0,13.8,Local,Clay,22.56
1386.2,28.4,3.78,68.0,6.29,124.5,9.78,10.1,Local,Loam,16.49
1253.3,29.6,6.2,84.4,5.62,45.2,12.85,25.6,Local,Loam,23.52
799.4,25.1,6.2,70.1,7.65,22.1,6.59,9.8,Local,Clay,18.59
1314.1,23.4,4.82,70.7,7.92,75.5,11.0,14.6,Local,Loam,19.59
1383.2,23.9,5.32,66.8,5.1,168.5,8.3,20.1,Local,Clay,21.55
1367.9,25.5,7.93,78.2,5.06,214.8,9.08,20.5,Local,Loam,18.54
1524.2,25.9,5.79,64.9,6.77,175.0,12.36,23.9,TMS 30572,Loam,28.62
1450.2,24.7,6.51,81.7,7.26,183.4,10.5,17.1,Local,Clay,24.47
1337.8,23.1,5.54,56.4,6.14,115.2,4.91,10.8,TME 419,Clay,24.7
1179.0,25.6,4.54,56.8,7.32,15.5,7.56,11.5,TMS 98/0505,Clay,21.28
701.7,27.5,5.88,78.2,5.65,92.7,12.44,15.3,TMS 30572,Clay,23.29
1328.9,28.8,5.81,68.9,3.96,104.5,11.12,17.5,TME 419,Sandy-Loam,27.78
1262.3,25.3,5.72,64.6,5.99,90.2,14.37,13.5,TMS 98/0505,Loam,30.74
1281.5,25.8,5.92,80.7,6.58,123.3,14.21,15.2,TME 419,Loam,27.45
817.0,24.2,6.18,62.7,6.17,146.5,9.14,0.0,Local,Sandy,20.95
875.7,26.9,5.89,67.6,5.11,171.2,16.26,21.7,TMS 98/0505,Loam,26.81
1515.9,24.5,5.12,86.8,4.32,103.3,10.06,16.8,TMS 98/0505,Loam,28.14
1188.1,28.7,6.34,88.5,5.88,5.8,7.59,25.0,TME 419,Sandy-Loam,25.99
1404.5,21.6,4.64,88.9,7.58,91.0,8.42,15.0,TMS 30572,Loam,22.66
1208.5,25.9,4.56,66.6,8.01,122.6,4.36,0.0,TMS 30572,Clay,21.56
1208.9,27.9,6.52,84.8,7.93,193.4,14.02,11.4,Local,Sandy,25.65
1481.5,27.6,6.35,58.6,5.52,85.9,13.99,13.0,Local,Loam,24.13
1045.2,35.1,5.96,59.1,5.12,150.8,7.46,22.4,TME 419,Sandy-Loam,24.63
1228.8,28.0,5.02,41.8,7.1,137.4,9.43,0.0,TMS 98/0505,Sandy,24.83
1061.3,24.0,5.5,90.1,7.26,122.6,10.24,15.4,Local,Sandy,21.4
1069.7,26.7,5.82,59.6,6.98,175.8,7.6,20.1,TMS 30572,Loam,30.52
1107.2,21.7,4.88,68.5,4.08,80.3,5.61,8.4,Local,Clay,17.64
1266.6,26.8,5.48,59.1,5.46,85.5,9.47,15.7,TME 419,Loam,30.01
1056.4,24.5,6.46,78.3,6.46,119.3,9.2,8.7,TMS 30572,Loam,29.33
1576.7,29.7,7.0,65.5,7.08,81.6,9.03,7.7,TMS 30572,Clay,26.28
931.6,25.4,5.71,54.3,7.42,150.5,10.56,10.9,Local,Loam,25.42
1143.9,26.6,6.53,75.3,6.67,77.2,13.57,7.9,TME 419,Clay,26.91
1068.1,25.1,4.66,52.8,6.9,133.6,9.24,21.8,TME 419,Sandy,21.26
1634.1,32.2,6.46,60.0,6.6,114.0,10.43,7.7,Local,Loam,23.27
1259.0,26.0,5.44,44.7,7.32,132.9,11.82,6.0,Local,Clay,22.78
1509.6,32.5,6.22,52.9,6.88,92.4,11.39,32.7,TMS 30572,Sandy-Loam,25.42
754.3,29.4,5.83,72.1,6.58,99.7,8.46,24.6,TME 419,Clay,23.77
1280.1,28.4,6.92,46.4,6.18,125.8,10.24,0.0,Local,Clay,23.05
1466.9,28.1,5.39,52.2,6.6,132.1,11.37,7.4,TME 419,Loam,27.27
1224.7,28.2,6.44,70.0,7.08,119.7,7.18,17.4,TMS 98/0505,Sandy,25.53
1519.6,21.2,5.8,63.5,6.82,222.3,13.16,18.2,Local,Sandy,16.18
1044.8,26.2,5.89,93.9,6.96,60.6,13.58,0.1,TMS 30572,Sandy-Loam,30.65
1622.8,29.5,5.87,92.0,8.11,116.1,8.19,26.6,Local,Sandy-Loam,24.13
1889.7,26.9,5.41,59.6,6.82,25.6,10.48,23.3,Local,Sandy-Loam,20.31
1091.1,22.8,5.99,76.7,5.72,142.3,11.61,19.8,Local,Sandy,19.5
1066.3,26.8,5.96,79.0,7.56,53.1,8.64,28.6,TME 419,Loam,23.85
1636.0,32.1,6.17,62.8,4.86,103.3,11.2,19.5,TMS 30572,Clay,24.3
1673.9,30.7,6.06,52.1,5.2,97.7,10.41,19.5,Local,Clay,22.01
1043.1,26.8,6.56,69.9,6.9,136.9,6.33,30.6,TMS 30572,Clay,26.75
1073.9,29.9,6.65,67.9,7.12,86.8,11.15,26.0,TME 419,Clay,26.12
1115.5,25.9,5.26,64.8,5.01,84.3,7.25,6.6,Local,Loam,24.02
796.7,21.9,6.61,75.3,6.04,206.2,12.35,21.3,TME 419,Sandy,24.19
924.4,24.2,5.17,61.0,5.77,137.1,8.32,8.4,TMS 30572,Sandy,23.54
898.8,31.7,6.41,56.2,5.92,86.3,9.6,20.0,TMS 30572,Sandy,25.51
969.7,26.2,6.43,71.3,7.63,104.9,13.43,19.8,TMS 30572,Loam,28.32
1189.6,26.3,4.66,74.6,7.35,218.7,11.24,1.2,TME 419,Sandy,23.0
1270.3,26.1,6.07,55.9,6.48,105.9,7.3,13.8,TMS 30572,Loam,27.96
1665.2,32.7,5.67,81.1,5.84,78.6,7.46,17.7,Local,Clay,18.97
900.5,31.9,5.47,48.8,4.88,78.9,8.5,10.6,TMS 30572,Sandy-Loam,26.54
1495.3,33.7,6.95,63.1,8.2,87.1,10.99,18.1,TMS 98/0505,Sandy-Loam,26.28
1135.8,26.5,5.54,66.9,7.21,84.3,10.9,23.1,Local,Loam,23.0
1185.2,27.9,5.44,62.4,5.65,43.2,7.89,14.7,TME 419,Sandy,24.53
1402.4,22.5,6.05,63.2,7.36,52.5,7.08,17.2,TMS 30572,Sandy,24.34
863.2,31.4,6.48,92.5,6.42,70.2,10.7,28.8,TMS 30572,Sandy-Loam,27.08
1314.7,23.5,5.9,59.8,6.16,155.5,9.55,19.7,Local,Loam,25.07
1249.9,27.7,6.82,99.3,7.02,97.1,15.39,17.0,TMS 98/0505,Sandy,23.7
1347.7,23.7,6.37,75.2,5.61,107.6,10.09,5.4,TMS 30572,Sandy-Loam,28.79
1286.8,25.2,4.48,71.1,6.09,196.2,14.54,21.7,Local,Loam,20.12
1936.6,24.5,5.63,75.7,6.65,197.7,7.07,18.3,Local,Sandy-Loam,20.94
1008.7,25.2,5.61,100.0,5.9,103.1,6.07,27.8,TMS 30572,Loam,24.75
1040.7,25.4,6.34,58.1,7.3,82.1,7.2,15.5,Local,Loam,23.7
1013.1,25.4,4.16,56.6,8.74,68.1,12.97,0.0,Local,Loam,22.36
1033.4,29.5,7.78,60.9,5.59,161.6,14.39,0.0,TME 419,Sandy-Loam,23.88
1008.8,23.7,6.37,70.4,4.5,107.7,8.04,22.4,TMS 30572,Sandy-Loam,28.06
1556.7,27.7,6.1,49.3,4.1,96.8,8.85,9.3,TMS 30572,Loam,28.12
1626.2,30.7,6.83,70.3,6.32,71.2,7.08,19.4,TME 419,Sandy,24.53
1028.8,25.5,7.64,90.3,5.7,73.8,5.47,16.1,TMS 30572,Loam,25.66
950.3,24.8,6.61,71.8,6.75,139.2,11.8,13.3,TMS 98/0505,Sandy-Loam,30.23
1341.4,26.3,6.66,66.5,6.66,41.1,10.56,14.0,Local,Clay,22.68
1034.3,30.5,6.09,62.6,4.58,179.7,10.03,6.3,TMS 30572,Clay,29.24
1389.9,27.6,5.9,80.8,4.32,88.0,6.5,14.8,TMS 98/0505,Loam,29.82
1260.9,25.4,5.67,60.1,6.86,111.0,14.1,9.2,TMS 30572,Loam,31.14
745.3,28.5,5.42,92.2,6.66,39.8,8.74,11.3,TMS 30572,Loam,24.97
1664.3,23.7,5.52,93.2,5.99,119.3,11.33,11.8,Local,Clay,21.51
1738.8,29.0,5.05,73.1,4.51,100.3,6.36,12.7,TME 419,Sandy-Loam,24.9
1016.2,28.2,5.95,69.9,7.07,117.0,9.52,24.2,TME 419,Loam,27.3
1083.7,26.1,4.82,82.4,8.03,208.3,10.73,13.7,TMS 30572,Loam,28.76
1285.8,24.5,6.13,83.1,6.83,130.7,10.82,25.2,TMS 98/0505,Loam,27.75
1300.3,24.3,5.97,60.3,5.48,72.3,10.39,30.4,Local,Sandy,18.74
1397.6,28.6,6.1,63.7,6.55,77.3,11.24,23.5,Local,Sandy-Loam,21.12
1803.1,30.7,5.63,54.1,4.86,155.7,7.17,20.3,Local,Loam,24.67
1146.9,25.1,8.15,74.9,7.77,197.9,10.49,18.3,TMS 30572,Sandy-Loam,23.28
960.5,28.4,6.95,78.0,6.6,136.9,10.28,23.7,Local,Clay,24.51
786.2,20.7,5.13,53.8,4.38,161.3,10.58,15.9,TMS 30572,Clay,22.44
980.7,25.2,6.16,64.5,6.14,156.6,10.18,24.8,TME 419,Sandy-Loam,27.58
